5.10833 14.2615
5.10837 13.9788
5.10842 13.7315
5.10847 13.515
5.10852 13.3257
5.10883 13.16
5.12039 13.015
5.12044 12.8881
5.12048 12.7771
5.12053 12.6799
5.12058 12.5949
5.12094 12.5206
5.13243 13.9555
5.13247 13.7111
5.13252 13.4972
5.13257 13.31
5.13262 13.1463
5.13267 13.003
5.133 13.0026
5.14449 12.8773
5.14453 12.7676
5.14458 12.6717
5.14463 12.5877
5.14468 12.5143
5.14473 12.45
5.14506 12.5187
5.15652 13.8289
5.15657 13.6003
5.15662 13.4002
5.15667 13.2252
5.15672 13.0721
5.15676 12.938
5.15713 12.9458
5.15717 12.8276
5.16859 12.7241
5.16863 12.6336
5.16868 12.5544
5.16873 12.4851
5.16878 12.4245
5.16883 12.3714
5.16921 12.325
5.16926 12.2844
5.18062 13.6238
5.18067 13.4208
5.18072 13.2432
5.18077 13.0878
5.18082 12.9518
5.18086 12.8329
5.18127 12.8538
5.18132 12.747
5.19266 14.0287
5.19271 13.7751
5.19276 13.5532
5.1928 13.359
5.19285 13.1892
5.1929 13.0405
5.19295 12.9105
5.19336 12.7966
5.19341 12.6971
5.20472 12.6099
5.20477 12.5337
5.20482 12.467
5.20487 12.4086
5.20491 12.3575
5.20496 12.3128
5.20501 12.3987
5.20547 12.4739
5.20551 12.4147
5.21676 13.7378
5.21681 13.5206
5.21686 13.3305
5.2169 13.1642
5.21695 13.0187
5.217 12.8913
5.21705 12.9049
5.2171 12.7918
5.21755 12.6928
5.2176 12.6062
5.22882 12.5304
5.22887 12.4641
5.22892 12.4061
5.22896 12.3554
5.22901 12.4359
5.22906 12.5064
5.22911 12.5681
5.22916 12.4971
5.22966 12.435
5.22971 12.3806
5.24086 13.708
5.24091 13.4945
5.24095 13.3077
5.241 13.2692
5.24105 13.2356
5.2411 13.0811
5.24115 12.946
5.24119 12.8277
5.24124 12.7243
5.24175 12.6337
5.24179 12.5545
5.25292 12.4852
5.25297 12.4246
5.25302 12.4965
5.25306 12.4344
5.25311 12.3801
5.25316 12.3326
5.25321 12.291
5.25326 12.2547
5.2533 12.2228
5.25386 12.195
5.2539 12.1706
5.26496 13.5243
5.265 13.4587
5.26505 13.4014
5.2651 13.2262
5.26515 13.0729
5.2652 12.9388
5.26524 12.8215
5.26529 12.7188
5.26534 12.6289
5.26539 12.5503
5.26594 12.4815
5.26599 12.4213
5.27702 12.4937
5.27707 12.432
5.27711 12.378
5.27716 12.3307
5.27721 12.2894
5.27726 12.2532
5.27731 12.2216
5.27735 12.1939
5.2774 12.1696
5.27745 12.1484
5.27805 12.2549
5.2781 12.348
5.28906 13.8045
5.2891 13.5789
5.28915 13.3816
5.2892 13.2089
5.28925 13.0578
5.2893 12.9255
5.28934 12.8099
